name|type|description|prerequisites|prerequisite_feats|benefit|normal|special|source|teamwork|critical|grit|style|performance|racial|companion_familiar|race_name|note|goal|completion_benefit|multiples|suggested_traits|source_dataset
Stellar Healing|Cerulean_Seas|Your healing skills are legendary.|estrel race, accelerated healing feat.||you gain fast healing 2 for 1 round anytime you take damage from a melee weapon or natural attack. you can heal up to 2 hit points per level per day with this feat, after which it ceases to function.||||0|0|0|0|0|0|0|||||0||Metzofitz
Stick and Spear|Cerulean_Seas|In your hands, a stick or spear is a much more dangerous weapon. *found in PATHFINDER ROLEPLAYING GAME ULTIMATE COMBAT|mrawgh, proficient with weapon, str 15||increase the amount of damage dealt by an improvised piercing weapon, terbutje* (normal & great), tepoztopilli*, shortspear, longspear, and spear by one step (for example, 1d6 becomes 1d8) to a maximum of 1d10, or 2d6 if the weapon is two-handed.||||0|0|0|0|0|0|0|||||0||Metzofitz
Stronger Bond|Cerulean_Seas|Your spirit twin can talk and you get its natural armor bonus.|lochkovian.||your spirit twin can speak with your voice in any language that you know. while not wearing armor, you gain your spirit twins natural armor bonus.||||0|0|0|0|0|0|0|||||0||Metzofitz
Stunning Tail Strike|Cerulean_Seas, Combat|You can stun opponents with your tail. Target must be the size of the user or smaller. Instead of striking the target directly, the attacker with this feat uses his tail to slap a forceful blast of water at the target. The water-blast does the amount of damage the character would normally do on a successful tail strike attack, but in addition forces the target to make a Fortitude saving throw at DC 10 + 1/2 attacker's level + Str modifier. If the defender fails this save, he is stunned for one round (until just before your next action). A stunned character cannot act and loses any Dexterity bonus to AC, while attackers gain +2 bonus on attack rolls. The character may attempt a stunning Tail strike once per day for every four levels attained, and no more than once per round.|tail strike, base attack bonus +8, wis 13.||the attacker must declare the use of this feat before the attack, and roll for attack as usual.||||0|0|0|0|0|0|0|||||0||Metzofitz
Summon Lesser Form|Cerulean_Seas|You can summon one of your base creatures once per day. This creature must have hit dice equal or less than your character level. Special You can take this feat multiple times, each time adding another summoning per day.|trueform subtype||you can summon one of your base creatures once per day (delphins summon dolphins, carchardians summon sharks, etc.) similar to summon natures ally spell, as a spell-like ability.||||0|0|0|0|0|0|0|||||0||Metzofitz
Sun Loving|Cerulean_Seas|You can use sun heal more often. Special You can take this feat again at level 12, and once again at level 18 (maximum 3 times).|nelumbu, character level 6.||you can use sun heal one additional time per day.||||0|0|0|0|0|0|0|||||0||Metzofitz
Sunkissed|Cerulean_Seas|You trade sunlight vulnerability for a darkness vulnerability. You gain Vulnerability to Darkness, and take 1 point of Constitution damage after every hour they are exposed to total darkness.|ashray with vulnerable to sunlight racial feature.||you lose your vulnerability to sunlight.||||0|0|0|0|0|0|0|||||0||Metzofitz
Superheated Spray|Cerulean_Seas|Your boiling spray power does more damage.|sunken relluk, con 13.||you may add your constitution bonus (if any) on to the damage caused by your boiling spray racial trait.||||0|0|0|0|0|0|0|||||0||Metzofitz
Surfacer|Cerulean_Seas|You have acclimated yourself to shallower waters.|deep drow (or kirah).||you lose your pressure sensitivity and light blindness, but your depth tolerance is reduced to 1,000 feet.||||0|0|0|0|0|0|0|||||0||Metzofitz
Survival Against Odds|Cerulean_Seas|You have a knack for surviving whatever the environment throws at you.|famennian||if you fail a saving throw due to natural environmental factors (depth, drowning, cold, etc.) that would result in reaching unconsciousness or death, you may reroll and keep the second result.||||0|0|0|0|0|0|0|||||0||Metzofitz
Swim By Me|Cerulean_Seas|Move up to half speed when your spirit twin moves. Special This feat can be taken twice, at which point you or your spirit twin can move at full speed instead.|lochkovian.||when you take a move action, your spirit twin can also move up to half its speed as part of the same action and vice versa.||||0|0|0|0|0|0|0|||||0||Metzofitz
Swim-By Attack|Cerulean_Seas, Combat|You attack as you swim by an opponent. Normal Without this feat, you take a standard action either before or after your move.|base swim speed greater than 30 feet||when swimming, you can take a move action and a standard action at any point during the move. you cannot take a second move action during a round when you make a swim-by attack.||||0|0|0|0|0|0|0|||||0||Metzofitz
Tail of Tales|Cerulean_Seas, Psionic|You are extremely quick in undersea combat.|merfolk subtype||when you make a melee attack as a standard action, if you are psionically focused, you gain a +2 dodge bonus to ac until the beginning of your next turn.||||0|0|0|0|0|0|0|||||0||Metzofitz
Tail Strike|Cerulean_Seas, Combat|You smack opponents with your tail or deflect projectiles.|a tail (typically a merfolk or sebek-ka), base attack bonus + 1, dex 13.||as a standard action, you can use your tail to strike a target without incurring the usual attack of opportunity for striking unarmed. the attack does 1d4 damage for small-sized creatures, 1d6 damage for medium, and 1d8 damage for larger creatures (adding strength modifiers as well). in addition, instead of attacking with the tail, the user may elect to deflect projectiles of arrow size or smaller by knocking them off course with the current generated by the tail strike. the user makes a reflex save dc 20, with magical bonuses adding to the dc. if successful, the projectile is deflected. this use of the ability does not count as an action and cannot be used out of water. this ability may be used a maximum of once per round, and once per day per two character levels.||||0|0|0|0|0|0|0|||||0||Metzofitz
Tail Sweep|Cerulean_Seas, Combat|You whip your tail around, attacking everyone within reach.|combat expertise, tail strike, mobility, swim-by attack||when performing the full attack action, you can give up your regular attacks and instead make one melee attack at your full base attack bonus against each opponent within reach. damage is the same as for a normal tail strike.||||0|0|0|0|0|0|0|||||0||Metzofitz
Talented Tentacles|Cerulean_Seas|You can use your tentacles to greater effect.|merkoth, base attack bonus +4||your tentacles can (as a group) hold and make use of any item that can be held in one hand, such as a shield, light weapon, or one- handed weapon. attacks made with an item held by the tentacles suffer a -2 penalty to attack rolls (in addition to any other penalties, such as fighting with two weapons). the tentacles do not grant any extra attacks beyond the character's normal capabilities, only an alternate arm with which to make the normal attacks with.||||0|0|0|0|0|0|0|||||0||Metzofitz
Taste of Blood|Cerulean_Seas, Combat|The taste of blood bolsters your bite attack on the following round.|natural bite attack, base attack bonus +6.||when you score a hit with your bite attack, you gain a +2 racial bonus to your attack roll for your bite attack during the next round.||||0|0|0|0|0|0|0|||||0||Metzofitz
Tearing Tusks|Cerulean_Seas|You are capable of inflicting terrible wounds with your tusks. Special The bleed effect from this feat stacks with that of the Bleeding Critical feat and similar effects, adding 1 point to your bleed damage.|thanor||double the critical threat range of your tusks. furthermore, when you confirm a critical hit with your bite attack, you also deal 1 point of bleed damage.||||0|0|0|0|0|0|0|||||0||Metzofitz
