name|type|description|prerequisites|benefits|Metaconstruction|Convergence|Psionic|Surge|Technique|Cerulean_Seas|Item_Creation|Conduit|General|Gather_Power|Metapsionic|Kineticist|Akashic|Confluence|teamwork|Shifting|Combat|Metamagic|Heritage|Style|Mineralite_Racial|Projected_Form
Additional Invincibility|General|Your armor sheds the mightiest blows. Special You can select this feat multiple times, each time gaining an additional use of your armored invincibility class feature.|armored invincibility class feature.|you gain an additional use of your armored invincibility class feature.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
Additional Shadow|General|Your shadows flow from your inner power.|shadow copy class feature.|whenever you use your shadow copy class feature, you create an additional shadow copy.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
An Insult Knows No Bounds|General|Warning This character contains strong language that may be unsuitable for anybody.|strong language, linguistics 12 ranks.|your magical insults can affect creatures who cannot normally be affected by your insults. this includes things like deaf creatures, mindless creatures, etc. a creature must still be able to be affected by the resulting condition or effect imposed on them by the insult.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
Anathematic Hand|General|The mere touch of your divine arm is enough to make your foes squirm.|binding class feature|when your divine arm is active, creatures you touch with an alignment opposed by your divine arm binding must make a will save (dc 10 + 1/2 godhand level + charisma modifier). if they fail, the creature suffers a mild superficial burn, and you become aware of that alignment component of the creature (for example, if you had a good-aligned arm, you would realize the creature you touched is evil, but not know if they are lawful, neutral or chaotic evil). this functions as a supernatural detect evil/good spell effect, and effects that block such spells, like an undetectable alignment spell, also block this ability.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
Animal Focus|General, Metamagic|Your animal spells are more potent than most.||add +1 to the difficulty class for all saving throws against spells you cast that have the animal descriptor.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
Animal Spirit|General|You allow your spirit to guide you rather than your wisdom.|legendary shifter 1st.|you use your charisma to determine any shifter class feature which would normally use your wisdom to determine its effects, such as defensive instinct. in addition, you may apply your charisma modifier to your will saving throws instead of your wisdom modifier, up to a limit equal to your shifter level.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
Arcane Veil|General|You can convert any spell into an invisible veil.|spell focus (illusion), arcane spellcaster, caster level 9th|as a standard action, you can sacrifice a prepared spell or unused spell slot of 1st level or higher and transform it into a transparent veil, granting yourself invisibility, as the spell. this invisibility lasts for 1 minute for every level of the spell or spell slot you sacrificed. once the invisibility ends (for any reason), you cannot use this feat again for 1 minute.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
Arcing Chains|General|The primary target of a chained power takes extra damage for each subsequent target who takes damage.|chain power|when using the chain power feat, the chains create an arcing feedback loop, which means that for every secondary chain target that is damaged, the original target takes additional damage equal to the minimum damage the original power could cause (for example, an acid energy ray that would deal 5d6 acid damage would deal 5 acid damage to the original target for each secondary target).|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
Astrology|General|You have come to understand that the workings of the universe and even the capricious machinations of the gods can all be divined from the motions of the heavens. If you can cast psychic spells or have the Psychic Sensitivity feat, you can use prognostication one additional time per day. Spending 1 minute consulting a star chart or cosmogram that is accurate for the world or plane you are currently on, prior to attempting a Sense Motive check, grants you a +2 insight bonus on the check. Special A zodiac, or a path of the mage vizier, can expend uses of their stargazing or personal astrarium ability to use prognostication an additional time per day.|knowledge (geography) 3 ranks and sense motive 3 ranks, or the ability to manifest at least 1 constellation and sense motive 3 ranks.|you can perform the prognostication occult skill unlock even if you cant use psychic magic, though you must employ this occult skill unlock via horoscopy. with a dc 10 + creature's hit die prognostication task you can determine the astrological conditions at the time of a creature's birth. this can allow you to ascertain information about a creature that is based on those astrological conditions such as a creature's date of birth or the they would receive from the auspicious birth feat. this task follows the normal rules for the prognostication occult skill unlock.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
Augmented Elements|General|You have the spark of psionic power, allowing you to broaden your elemental abilities.|kineticist level 1st.|you learn a simple blast from any element (including your primary element, if there is another blast for you to choose). unless you later gain access to this blast through another method, you increase its burn cost by 1 whenever you use it. in addition, you gain the psionic subtype, allowing you to take psionic feats, metapsionic feats, and psionic item creation feats. if you do not have your primary elements basic utility talent (for example, if you have traded it away with an archetype), you also gain that wild talent.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
